state,age,sex,race_ethnicity,citizen,married,school,military,income,public_housing,phone,health,family_size,mother_origin,father_origin
6,21,0,3,1,2,2,1,65162,0,1,1,5,3,3
6,20,0,3,1,2,2,1,65162,0,1,1,5,3,3
6,18,1,3,1,1,1,1,24880,0,1,3,2,3,3
6,21,0,3,1,2,1,1,56000,0,1,2,4,3,3
6,20,1,3,1,2,3,1,56000,0,1,2,4,3,3
6,16,1,3,2,2,2,0,25235,0,1,1,3,3,3
6,20,1,3,1,2,3,1,76404,0,1,3,4,3,3
6,17,0,3,2,2,1,1,78603,0,0,2,4,3,3
6,16,1,3,2,2,1,0,78603,0,0,2,4,3,3
6,18,1,3,1,2,2,1,121981,0,1,2,6,1,3
6,17,1,3,1,2,1,1,50000,0,1,1,4,3,3
6,24,0,3,1,1,3,1,70003,0,1,1,3,3,3
6,21,1,3,1,1,3,1,70003,0,1,1,3,3,3
6,24,0,3,1,1,3,1,53000,0,1,2,3,3,3
6,21,1,3,1,1,3,1,53000,0,1,2,3,3,3
6,20,1,3,2,2,3,1,29000,0,1,2,7,3,3
6,20,0,3,1,2,3,1,36000,0,1,2,5,3,3
6,19,0,3,1,2,3,1,36000,0,1,2,5,3,3
6,20,0,3,1,2,2,1,30572,0,1,1,5,3,3
6,22,0,3,1,2,2,1,70506,0,1,2,3,3,3
6,21,1,3,1,2,3,1,4000,0,1,2,5,3,3
6,23,0,3,1,2,2,1,62498,0,1,1,4,3,1
6,20,0,3,1,2,2,1,62498,0,1,1,4,3,1
6,19,0,3,1,2,2,1,62498,0,1,1,4,3,1
6,22,1,3,2,2,2,1,95100,0,1,1,4,3,3
6,22,0,3,2,1,2,1,76600,0,1,2,6,3,3
6,17,1,4,1,2,1,1,73600,0,1,1,4,5,5
6,17,1,4,1,2,1,1,73600,0,1,1,4,5,5
6,22,0,4,1,2,2,1,91692,0,1,1,5,5,5
6,20,0,4,1,2,2,1,91692,0,1,1,5,5,5
6,16,1,4,1,2,1,0,91692,0,1,1,5,5,5
6,20,1,3,1,2,3,1,90000,0,1,2,3,3,3
6,16,1,3,1,2,1,0,92048,0,1,2,1,3,3
6,23,0,3,1,1,3,1,50200,0,1,1,2,3,3
6,22,1,3,1,1,3,1,50200,0,1,1,2,3,3
6,18,1,1,1,2,1,1,73000,0,1,2,3,5,5
6,16,0,3,1,2,1,0,22612,0,1,2,4,1,3
6,23,0,3,2,2,3,1,36850,0,1,3,7,3,3
6,16,0,4,2,2,1,0,21672,1,1,1,11,5,5
6,18,0,3,1,2,2,1,28212,0,1,2,4,3,3
6,17,0,3,1,2,1,1,44500,0,1,1,6,3,3
6,17,0,3,1,2,1,1,24276,0,1,1,3,1,3
6,22,1,3,1,2,3,1,6000,0,0,1,2,3,3
6,21,1,3,2,1,3,1,70000,0,1,3,4,3,3
6,22,0,3,1,1,3,1,70000,0,1,3,4,3,3
6,16,1,3,1,2,1,0,26000,0,1,1,3,3,3
6,20,1,3,1,2,3,1,62644,0,1,4,7,1,3
6,17,1,3,1,2,1,1,62644,0,1,1,7,3,3
6,19,0,3,1,2,2,1,62063,0,1,3,4,1,3
6,16,1,3,1,2,1,0,62063,0,1,1,4,1,3
6,17,1,3,2,2,1,1,29720,0,0,1,3,3,3
6,17,1,4,1,2,1,1,60722,0,1,1,4,5,1
6,21,0,3,1,2,3,1,157037,0,1,2,4,1,3
6,21,0,3,2,2,3,1,53400,0,1,3,4,3,3
6,18,0,3,2,2,3,1,53400,0,1,1,4,3,3
6,24,1,3,1,2,3,1,46019,0,1,3,3,3,1
6,24,0,3,2,2,3,1,93000,0,1,1,6,3,3
6,21,1,3,2,2,3,1,93000,0,1,1,6,3,3
6,19,0,3,1,2,3,1,93000,0,1,1,6,3,3
6,24,1,3,1,2,3,1,64400,0,1,2,5,3,3
6,20,0,3,2,2,3,1,63600,0,1,1,7,3,3
6,23,1,4,1,2,3,1,24380,0,1,3,5,2,2
6,18,0,4,1,2,3,1,24380,0,1,3,5,2,2
6,23,1,4,1,2,3,1,69000,0,1,2,6,5,5
6,17,1,4,2,2,2,1,11600,0,1,1,7,5,5
6,19,0,3,1,2,3,1,36000,0,1,3,6,3,3
6,18,1,3,1,2,1,1,36000,0,1,3,6,3,3
6,20,0,3,1,2,2,1,18696,0,1,2,1,1,3
6,20,1,3,2,2,3,1,39000,0,1,3,6,3,3
6,22,1,3,1,2,3,1,42000,0,1,2,3,3,3
6,22,0,3,1,2,3,1,42000,0,1,2,3,3,3
6,23,1,3,1,2,2,1,38700,0,1,1,1,1,3
6,22,1,3,2,2,2,1,50426,0,1,2,9,3,3
6,20,0,3,1,2,2,1,50426,0,1,2,9,3,3
6,20,1,3,1,2,3,1,50426,0,1,2,9,3,3
6,21,0,3,1,2,3,1,86304,0,1,2,5,3,3
6,17,0,3,1,2,1,1,86304,0,1,2,5,3,3
6,20,1,4,1,1,2,1,68800,0,1,3,4,5,5
6,23,0,4,1,1,3,1,68800,0,1,3,4,5,5
6,21,0,4,1,2,2,1,80653,0,1,4,8,5,5
6,18,0,4,1,2,2,1,80653,0,1,4,8,5,5
6,16,0,4,1,2,1,0,80653,0,1,4,8,5,5
6,24,1,4,2,1,3,1,42884,0,1,3,6,5,5
6,20,1,4,1,2,3,1,42884,0,1,3,6,5,5
6,19,0,3,1,2,2,1,10500,1,1,1,2,1,3
6,17,1,4,1,2,1,1,8160,0,1,1,8,5,5
6,21,1,1,1,2,1,1,16900,0,1,4,2,8,1
6,17,1,3,1,2,1,1,15500,0,1,2,4,3,3
6,19,1,3,1,2,2,1,46799,0,1,3,4,3,3
6,24,1,3,1,1,3,1,108240,0,1,3,6,3,3
6,22,1,3,1,2,1,1,108240,0,1,3,6,3,3
6,19,1,3,1,2,2,1,114601,0,1,4,6,1,3
6,17,0,3,1,2,1,1,114601,0,1,4,6,1,3
6,23,0,3,2,1,3,1,98000,0,1,3,2,3,3
6,24,1,3,2,1,3,1,98000,0,1,3,2,3,3
6,22,0,3,1,2,3,1,36031,0,1,2,6,3,3
6,16,0,1,2,2,1,0,13000,0,1,2,3,5,5
6,21,0,1,1,2,2,1,231802,0,1,2,4,5,5
6,17,1,1,1,2,1,1,93048,0,1,2,4,5,5
6,19,0,1,1,2,2,1,100500,0,1,2,5,5,5
6,16,1,3,1,2,1,0,82600,0,1,3,3,3,3
6,21,1,4,1,2,2,1,77000,0,1,1,4,5,5
6,23,1,3,1,2,2,1,130000,0,1,3,3,3,1
6,18,1,1,1,2,2,1,175000,0,1,1,3,1,6
6,19,0,1,1,2,2,1,253512,0,1,1,4,5,5
6,17,0,1,1,2,1,1,253512,0,1,1,4,5,5
6,17,1,3,1,2,1,1,87284,0,1,3,6,3,3
6,23,0,1,1,2,3,1,80005,0,1,1,1,5,5
6,18,0,3,1,2,2,1,28400,0,1,1,4,3,3
6,17,0,3,1,2,1,1,28400,0,1,1,4,3,3
6,17,1,3,1,2,1,1,8568,0,1,3,3,3,3
6,16,1,3,1,2,1,0,8568,0,1,3,3,3,3
6,19,1,3,1,2,2,1,8144,1,1,3,4,3,3
6,19,1,3,1,2,2,1,54000,1,1,2,3,3,3
6,21,0,3,1,2,2,1,54000,1,1,2,3,3,3
6,18,1,3,1,2,2,1,23000,1,1,2,3,3,3
6,17,0,1,1,2,1,1,9552,1,1,2,2,7,7
6,22,1,4,2,2,2,1,14010,0,1,3,1,5,5
6,23,0,3,2,2,3,1,43000,0,1,3,6,3,3
6,20,1,3,2,2,3,1,43000,0,1,3,6,3,3
6,20,0,3,1,2,3,1,16400,0,1,3,5,3,3
6,16,0,3,1,2,1,0,16400,0,1,3,5,3,3
6,19,1,3,2,2,2,1,30000,0,1,3,5,3,3
6,16,1,3,2,2,1,0,30000,0,1,3,5,3,3
6,20,0,3,1,2,2,1,45400,0,1,3,3,3,1
6,23,1,1,2,2,2,1,41480,0,1,1,2,6,6
6,19,1,1,1,2,2,1,150002,0,1,2,4,6,6
6,16,1,1,1,2,1,0,150002,0,1,2,4,6,6
6,20,1,3,1,2,3,1,40000,0,1,2,5,3,3
6,17,1,3,1,2,1,1,40000,0,1,2,5,3,3
6,17,1,1,2,2,1,1,93510,0,1,3,8,6,6
6,17,1,3,1,2,1,1,34000,0,1,1,6,3,3
6,22,0,3,1,2,2,1,45600,0,1,1,6,3,3
6,18,1,3,1,2,1,1,45600,0,1,1,6,3,3
6,19,0,3,1,3,3,1,38000,0,1,3,6,3,3
6,18,1,3,1,3,1,1,38000,0,1,3,6,3,3
6,16,0,3,1,3,1,0,38000,0,1,3,6,3,3
6,18,0,3,1,2,1,1,29400,0,0,1,3,3,3
6,18,1,3,1,2,1,1,29400,0,0,1,3,3,3
6,16,0,3,1,2,1,0,24600,0,1,3,2,3,3
6,20,0,1,1,2,2,1,135000,0,1,1,5,1,5
6,21,0,3,1,2,3,1,62400,0,1,1,7,3,3
6,19,1,3,1,3,3,1,62400,0,1,1,7,3,3
6,22,1,3,1,3,3,1,62400,0,1,3,1,3,3
6,22,1,3,1,2,3,1,15000,1,1,1,4,3,3
6,17,0,3,1,2,1,1,54000,0,1,1,4,3,3
6,16,0,3,1,2,1,0,99800,0,1,1,5,3,3
6,19,0,3,1,2,3,1,18400,1,1,3,4,3,3
6,16,1,3,2,2,1,0,10000,0,1,2,3,3,3
6,21,0,3,2,2,3,1,10000,0,1,2,3,3,3
6,21,1,3,1,2,3,1,143000,0,1,1,1,3,3
6,16,1,1,1,2,1,0,88830,0,1,1,3,5,5
6,18,0,1,1,2,2,1,91445,0,1,1,3,5,5
6,21,0,2,1,2,2,1,30000,0,1,1,5,7,7
6,19,1,2,1,2,2,1,30000,0,1,1,5,7,7
6,16,0,2,1,2,1,0,30000,0,1,1,5,7,7
6,19,1,3,1,2,2,1,123025,0,1,3,3,3,4
6,20,0,4,2,2,2,1,30000,0,1,2,4,5,5
6,17,1,4,2,2,1,1,30000,0,1,2,4,5,5
6,18,0,3,1,2,3,1,36000,0,1,3,3,3,3
6,22,1,3,1,2,3,1,34000,0,1,1,1,3,3
6,24,1,4,2,2,2,1,6000,0,1,1,1,5,3
6,17,1,3,1,2,1,1,49937,0,1,2,5,3,3
6,23,1,3,1,2,3,1,132900,0,1,2,5,1,3
6,18,0,3,1,2,3,1,132900,0,1,1,5,1,3
6,22,0,1,2,2,2,1,0,0,1,1,1,3,3
6,19,1,1,2,2,1,1,419969,0,1,2,3,5,5
6,16,0,1,2,2,2,0,419969,0,1,2,3,5,5
6,24,0,3,2,2,3,1,51000,0,1,3,3,3,3
6,23,0,3,1,3,3,1,18752,0,1,3,3,3,3
6,22,0,3,1,2,3,1,77351,0,1,3,4,3,3
6,22,1,3,2,2,1,1,77351,0,1,3,4,3,3
6,20,1,3,2,2,3,1,77351,0,1,3,4,3,3
6,20,1,1,2,2,2,1,15900,1,1,2,5,5,6
6,17,1,1,2,2,1,1,15900,1,1,1,5,5,6
6,24,1,1,2,2,2,1,57786,0,1,2,6,5,5
6,22,0,1,2,2,2,1,57786,0,1,2,6,5,5
6,21,1,1,1,2,2,1,99030,0,1,1,3,5,5
6,22,1,1,1,2,3,1,182600,0,1,3,4,5,5
6,18,1,1,1,2,2,1,172100,0,1,2,3,3,5
6,19,0,3,2,1,3,1,0,0,1,3,6,3,3
6,19,1,3,2,1,3,1,0,0,1,3,6,3,3
6,16,1,3,1,1,3,0,0,0,1,3,6,3,3
6,21,0,3,2,1,3,1,0,0,1,3,6,3,3
6,19,0,3,1,1,2,1,20000,0,1,2,7,3,3
6,19,1,3,1,1,2,1,20000,0,1,3,7,3,3
6,20,1,3,2,1,3,1,35100,0,1,3,4,3,3
6,24,0,3,2,1,3,1,35100,0,1,3,4,3,3
6,24,0,3,1,1,3,1,75915,0,1,2,4,3,3
6,22,0,3,1,2,3,1,75915,0,1,2,4,3,3
6,19,1,4,1,2,2,1,55607,1,1,3,5,5,5
6,21,1,4,1,2,3,1,55607,1,1,3,5,5,5
6,22,0,1,2,2,3,1,101000,0,1,2,2,3,3
6,19,1,3,1,2,2,1,45500,0,1,3,2,3,3
6,16,1,3,1,2,1,0,10000,0,1,1,3,3,3
6,17,0,3,1,2,1,1,30500,0,1,2,3,3,3
6,23,0,3,2,2,3,1,92600,0,1,2,2,4,4
6,17,0,1,1,2,2,1,35603,0,1,1,3,5,5
6,17,1,1,1,2,1,1,35603,0,1,1,3,5,5
6,23,0,1,1,2,2,1,97958,0,1,3,3,3,1
6,23,1,3,1,2,3,1,76186,0,1,3,7,3,3
6,20,0,3,1,2,1,1,76186,0,1,3,7,3,3
6,18,1,3,1,2,3,1,76186,0,1,3,7,3,3
6,22,1,3,1,2,3,1,76186,0,1,3,7,3,3
6,20,1,3,1,1,3,1,44500,0,1,4,3,3,3
6,23,0,3,1,2,3,1,52000,0,1,3,3,3,3
6,18,0,3,1,2,2,1,52000,0,1,3,3,3,3
6,22,1,4,1,1,3,1,97922,0,1,3,2,5,5
6,19,1,3,1,2,3,1,23000,0,1,3,6,3,3
6,18,0,3,1,1,3,1,23000,0,1,3,6,3,3
6,21,1,3,1,1,3,1,23000,0,1,3,6,3,3
6,21,0,3,2,2,3,1,52000,0,1,3,5,3,3
6,23,0,3,2,2,3,1,52000,0,1,3,5,3,3
6,19,0,3,2,2,3,1,52000,0,1,3,5,3,3
6,24,0,3,2,1,3,1,14000,0,1,3,2,3,3
6,24,1,1,1,2,3,1,54600,0,1,2,1,1,5
6,17,0,3,1,2,1,1,17204,0,1,4,5,3,3
6,23,0,4,1,2,3,1,45100,0,1,1,2,5,5
6,23,1,4,1,2,3,1,45100,0,1,1,2,5,5
6,18,1,3,2,2,2,1,22008,0,1,2,5,3,3
6,17,0,3,2,2,1,1,22008,0,1,2,5,3,3
6,20,0,3,1,2,3,1,34000,0,1,3,10,3,3
6,18,1,3,1,2,1,1,34000,0,1,2,10,3,3
6,16,0,3,1,2,1,0,34000,0,1,2,10,3,3
6,23,0,3,1,2,3,1,104533,0,1,2,3,3,3
6,23,1,3,1,2,3,2,104533,0,1,1,1,3,3
6,17,0,3,1,2,1,1,104533,0,1,1,1,3,3
6,17,1,3,1,2,1,1,88932,0,1,1,5,3,1
6,18,1,3,1,2,1,1,86100,0,1,1,5,3,3
6,24,1,1,1,2,2,1,54452,0,1,3,3,1,6
6,20,1,4,1,2,2,1,72050,0,1,3,5,5,5
6,18,1,4,1,2,2,1,72050,0,1,3,5,5,5
6,18,1,4,1,2,2,1,94326,0,1,1,4,5,5
6,17,1,4,1,2,1,1,94326,0,1,1,4,5,5
6,17,1,3,1,2,1,1,43122,0,1,1,3,3,3
6,17,0,3,1,2,3,1,31200,0,1,2,4,3,3
6,21,1,3,1,2,3,1,31200,0,1,2,4,3,3
6,17,1,3,1,2,3,1,31200,0,1,2,4,3,3
6,21,0,3,1,2,3,1,49800,0,1,2,6,3,3
6,17,0,3,1,2,1,1,49800,0,1,2,6,3,3
6,24,1,3,1,2,2,1,26700,0,1,3,1,3,3
6,21,0,3,1,2,3,1,17002,0,1,1,1,3,3
6,19,0,3,1,2,3,1,19563,0,1,1,2,3,3
6,17,0,3,1,2,1,1,19563,0,1,1,2,3,3
6,23,1,3,1,2,2,1,45000,0,1,1,4,3,3
6,20,0,3,1,2,3,1,95446,0,1,3,5,3,3
6,22,0,3,2,2,3,1,58000,0,0,1,6,3,3
6,22,1,3,1,3,2,1,58000,0,0,1,6,3,3
6,21,1,3,1,2,3,1,58000,0,0,1,6,3,3
6,17,0,3,2,2,1,1,23000,0,1,3,4,3,3
6,17,1,4,1,2,2,1,50005,0,1,1,2,5,3
6,18,0,3,1,2,2,1,65000,0,1,2,5,3,3
6,17,0,3,1,2,1,1,65000,0,1,2,5,3,3
6,16,0,1,1,2,1,0,30000,0,1,2,5,5,1
6,22,1,3,1,2,3,1,113500,0,1,3,2,2,2
6,17,1,3,1,2,1,1,38600,0,1,2,4,3,3
6,22,0,3,2,1,3,1,44000,0,1,1,5,3,3
6,19,0,4,1,2,2,1,57000,0,1,1,3,5,5
6,20,1,1,1,2,2,1,55188,0,1,2,4,5,5
6,17,1,1,1,2,1,1,55188,0,1,2,4,5,5
6,21,1,3,2,2,3,1,63000,0,1,1,1,3,3
6,18,1,3,1,2,1,1,40000,0,1,1,5,1,3
6,16,1,3,1,2,1,0,40000,0,1,1,5,3,3
6,17,1,3,1,2,1,1,32650,0,1,3,6,3,3
6,16,1,3,1,2,1,0,32650,0,1,3,6,3,3
6,22,1,3,1,1,3,1,54616,0,1,1,3,3,3
6,20,0,2,1,2,3,1,115046,0,1,3,4,3,3
6,20,1,1,1,2,2,1,135850,0,1,2,4,3,3
6,19,1,4,1,2,2,1,71116,0,1,2,3,5,5
6,18,0,4,1,2,1,1,71116,0,1,2,3,5,5
6,16,0,3,1,2,1,0,25000,0,1,1,4,3,3
6,20,1,3,2,2,3,1,34200,0,1,2,3,3,3
6,22,0,1,1,2,2,1,70001,0,1,2,6,7,7
6,24,0,1,1,1,3,1,70001,0,1,3,6,7,7
6,24,1,4,2,1,3,1,25000,0,1,2,2,5,5
6,16,0,3,1,2,1,0,19008,0,1,2,3,3,3
6,18,0,3,1,2,3,1,130059,0,1,3,4,3,3
6,19,1,3,1,2,2,1,22000,0,1,2,3,3,3
6,23,0,3,2,2,3,2,47000,0,1,1,2,3,3
6,18,1,3,1,2,3,1,47000,0,1,1,2,3,3
6,23,1,3,1,2,2,1,153758,0,1,1,7,3,3
6,22,1,3,1,2,2,1,153758,0,1,1,7,3,3
6,20,0,3,1,2,3,1,153758,0,1,1,7,3,3
6,17,0,3,1,2,1,1,153758,0,1,3,7,3,3
6,23,0,3,1,2,3,1,53099,0,1,1,5,3,3
6,22,0,3,1,2,3,1,53099,0,1,2,5,3,3
6,20,1,3,1,2,2,1,53099,0,1,1,5,3,3
6,23,0,1,1,2,2,1,480631,0,1,1,3,6,3
6,23,0,4,1,2,2,1,127122,0,1,2,5,5,5
6,19,0,1,2,2,1,1,146996,0,1,1,7,5,5
6,17,1,1,2,2,2,1,146996,0,1,1,7,5,5
6,24,0,1,2,2,2,1,146996,0,1,1,7,5,5
6,17,1,2,1,2,1,1,59658,0,1,3,2,1,7
6,20,1,3,1,2,2,1,61000,0,1,2,5,3,3
6,19,0,3,1,2,3,1,61000,0,1,2,5,3,3
6,16,0,3,1,2,1,0,61000,0,1,2,5,3,3
6,21,1,3,1,2,3,1,73800,0,1,3,3,1,3
6,18,0,3,1,2,3,1,73800,0,1,3,3,1,3
6,16,0,3,1,2,1,0,25000,0,1,2,4,3,3
6,24,1,4,1,2,2,1,44388,0,1,1,4,5,5
6,22,0,4,1,2,2,1,44388,0,1,1,4,5,5
6,24,0,3,2,2,3,1,48000,0,1,3,1,3,3
6,16,1,4,2,2,1,0,13992,0,1,2,5,5,5
6,19,0,3,1,2,2,1,26000,0,1,1,7,3,3
6,18,1,3,1,2,1,1,26000,0,1,1,7,3,3
6,18,1,3,1,2,1,1,49000,0,1,3,4,3,3
6,17,1,3,1,2,1,1,49000,0,1,3,4,3,3
6,20,1,1,1,2,2,1,129900,0,1,2,3,3,3
6,17,1,3,1,2,1,1,15000,0,1,3,5,3,3
6,21,1,1,1,1,3,1,50000,0,1,1,3,6,1
6,18,0,3,2,2,3,1,36000,0,1,3,6,3,3
6,16,1,2,2,2,1,0,86175,0,1,1,5,7,7
6,23,0,3,1,2,3,1,74000,0,1,3,4,3,3
6,22,1,3,2,2,3,1,74000,0,1,3,4,3,3
6,24,0,3,2,2,3,1,19200,0,1,3,5,3,3
6,16,0,3,1,2,1,0,19200,0,1,3,5,3,3
6,20,1,3,2,2,3,1,17000,0,1,1,4,3,3
6,20,1,3,1,2,2,1,127892,0,1,2,6,3,3
6,16,0,3,1,2,1,0,21501,0,1,2,4,3,3
6,22,1,3,2,1,3,1,29520,0,1,1,2,3,3
6,16,1,1,2,2,1,0,38500,0,1,2,4,5,5
6,20,0,1,2,2,2,1,56000,0,1,2,4,5,5
6,22,1,3,1,2,3,1,48754,0,1,2,5,3,3
6,18,1,4,1,2,2,1,95002,0,1,1,3,5,5
6,16,1,3,1,2,1,0,463629,0,1,2,3,3,3
6,17,1,1,1,2,1,1,20000,0,1,1,3,3,3
6,19,0,4,1,2,1,1,50000,0,1,2,4,5,5
6,20,1,3,1,2,2,1,90200,0,1,2,5,3,3
6,17,0,3,1,2,1,1,90200,0,1,2,5,3,3
6,20,0,3,1,2,2,1,210843,0,1,2,3,3,3
6,24,1,3,1,2,3,1,91600,0,0,1,4,3,3
6,20,0,3,2,2,3,1,26200,0,1,2,7,3,3
6,19,0,3,2,1,1,1,26200,0,1,2,7,3,3
6,19,1,3,1,1,3,1,26200,0,1,2,7,3,3
6,21,1,3,2,2,1,1,56000,0,1,3,4,3,3
6,23,0,3,1,2,3,1,121198,0,1,3,5,1,3
6,17,1,3,1,2,1,1,38300,0,1,3,4,3,3
6,18,1,3,1,2,2,1,127000,0,1,2,4,3,1
6,24,0,3,1,2,3,1,57000,0,1,1,3,3,3
6,20,1,3,1,2,3,1,20000,0,1,3,1,3,3
6,17,0,3,1,2,1,1,18000,0,1,1,6,3,3
6,16,0,3,1,2,1,0,18000,0,1,1,6,3,3
6,19,1,3,1,2,2,1,50000,0,1,2,5,3,3
6,16,1,3,1,2,1,0,50000,0,1,2,5,3,3
6,23,0,3,1,2,2,1,26000,0,1,1,2,3,3
6,22,1,3,1,2,2,1,26000,0,1,1,2,3,3
6,21,0,3,1,2,2,1,55000,0,1,1,3,3,3
6,19,1,3,1,2,2,1,84000,0,1,3,5,3,3
6,16,1,3,1,2,1,0,84000,0,1,3,5,3,3
6,22,1,3,1,2,2,1,45736,0,1,3,2,3,3
6,20,0,3,1,2,2,1,45736,0,1,3,2,3,3
6,16,0,3,1,2,1,0,18000,0,1,2,5,3,3
6,24,1,3,1,2,3,1,69100,0,1,1,5,3,3
6,17,0,3,1,2,1,1,69100,0,1,1,5,3,3
6,18,0,3,1,2,2,1,58151,0,1,1,4,3,1
6,21,0,3,1,2,2,1,58151,0,1,1,4,3,1
6,22,1,3,2,2,3,1,50000,0,1,3,1,3,3
6,17,0,3,1,2,1,1,31000,0,1,2,4,3,3
6,23,0,3,1,2,3,1,44400,0,1,1,4,3,3
6,19,1,3,2,2,2,1,84788,0,1,3,6,3,3
6,24,1,3,2,1,3,1,44000,0,1,3,4,3,3
6,24,0,3,2,1,3,1,44000,0,1,3,4,3,3
6,23,1,3,1,2,2,1,307205,0,1,2,4,4,4
6,22,0,3,1,2,3,1,74400,0,1,2,4,3,3
6,20,1,3,1,2,2,1,49000,0,1,3,5,3,3
6,16,1,3,1,2,1,0,49000,0,1,3,5,3,3
6,24,0,3,2,2,3,1,44200,0,1,5,5,3,3
6,22,1,3,2,2,3,1,22002,0,1,1,4,3,3
6,18,0,3,1,2,2,1,104080,0,1,1,5,3,3
6,24,0,3,1,2,3,1,104080,0,1,1,5,3,3
6,24,1,3,1,2,2,1,60000,0,1,3,5,3,3
6,17,1,3,1,2,1,1,59800,0,1,2,6,3,3
6,22,0,3,1,2,3,1,64000,0,1,1,4,3,3
6,17,1,3,1,2,1,1,64000,0,1,1,4,3,3
6,17,0,3,1,2,1,1,14000,0,1,1,3,3,3
6,20,1,3,2,2,3,1,59870,0,1,3,5,3,3
6,19,0,3,2,2,2,1,44200,0,1,3,8,3,3
6,18,0,3,1,2,1,1,44200,0,1,3,8,3,3
6,19,1,3,1,3,1,1,20544,0,1,3,6,3,3
6,18,0,3,1,2,1,1,20544,0,1,3,6,3,3
6,16,0,3,1,2,1,0,20544,0,1,3,6,3,3
6,20,1,3,2,2,3,1,33500,0,1,3,6,3,3
6,16,1,3,1,2,1,0,45001,0,1,2,5,3,3
6,20,1,3,2,2,1,1,35000,0,1,3,4,3,3
6,16,1,3,2,2,1,0,35000,0,1,3,4,3,3
6,16,1,3,1,2,1,0,92634,0,1,1,3,4,4
6,18,1,3,2,2,2,1,20000,0,1,3,3,3,3
6,23,1,3,2,1,3,1,22000,0,1,2,4,3,3
6,18,1,3,1,2,3,1,35000,0,1,2,5,3,3
6,17,0,3,1,2,1,1,169502,0,1,1,2,4,4
6,19,1,3,1,2,2,1,67900,0,1,1,3,1,3
6,20,1,3,1,1,3,1,73035,0,1,1,4,3,3
6,23,1,3,2,2,3,1,42000,0,1,3,8,3,3
6,24,0,3,2,2,3,1,42000,0,1,3,8,3,3
6,22,0,3,2,2,2,1,58952,0,1,3,6,3,3
6,19,1,3,1,2,3,1,36002,0,1,1,5,3,3
6,16,0,3,1,2,1,0,36002,0,1,1,5,3,3
6,24,1,3,2,3,3,1,11000,0,1,3,6,3,3
6,19,1,3,1,2,3,1,13900,0,1,3,3,3,3
6,23,0,3,1,1,3,1,31000,0,1,3,3,3,3
6,24,1,3,1,1,3,1,31000,0,1,3,3,3,3
6,18,0,3,1,2,3,1,12600,0,1,1,4,3,3
6,21,0,3,1,2,2,1,96839,0,1,1,4,3,3
6,24,0,3,2,2,2,1,59000,0,1,2,2,6,6
6,21,0,3,2,2,3,1,53000,0,1,2,7,3,3
6,19,0,3,2,2,3,1,53000,0,1,2,7,3,3
6,24,0,3,2,2,3,1,42202,0,1,2,1,3,3
6,18,0,3,1,2,1,1,42202,0,1,2,1,3,3
6,20,0,3,1,2,3,1,68778,0,1,1,5,3,3
6,17,1,3,1,2,1,1,68778,0,1,1,5,3,3
6,20,0,3,2,2,2,1,111370,0,1,2,4,4,4
6,19,0,3,1,2,2,1,39640,0,1,1,6,3,3
6,16,1,3,1,2,1,0,74001,0,1,2,4,1,3
6,17,0,3,1,2,1,1,45988,0,1,1,3,3,3
6,23,1,3,1,2,2,1,47680,0,1,2,4,3,3
6,17,1,3,1,2,3,1,70840,0,0,2,5,3,3
6,17,0,3,2,2,1,1,14000,0,1,1,5,3,3
6,22,1,3,1,2,2,1,76140,0,1,2,6,3,3
6,20,1,3,1,2,2,1,76140,0,1,2,6,3,3
6,16,1,3,1,2,1,0,76140,0,1,2,6,3,3
6,22,0,3,2,2,3,1,35000,0,1,2,1,3,3
6,20,0,3,2,2,3,1,35000,0,1,2,1,3,3
6,17,1,3,1,2,1,1,19200,0,1,2,6,3,3
6,22,1,3,1,2,2,1,33600,0,1,2,1,3,3
6,21,1,4,1,2,2,1,33600,0,1,1,1,5,5
6,17,0,1,1,2,1,1,152550,0,1,1,3,1,3
6,24,1,3,1,2,3,1,113435,0,1,1,6,3,3
6,16,1,3,2,2,1,0,95280,0,1,4,1,3,8
6,20,0,3,2,2,3,1,95280,0,1,2,1,3,3
6,23,1,3,1,2,3,1,1200,0,1,2,4,3,3
6,23,1,3,2,1,3,1,76000,0,0,3,3,3,3
6,17,1,3,2,2,1,1,85400,0,1,1,4,3,3
6,16,0,3,1,2,1,0,85400,0,1,1,4,3,3
6,22,0,3,2,1,3,1,12000,0,1,1,3,3,3
6,21,1,3,2,1,3,1,12000,0,1,1,3,3,3
6,21,0,3,2,2,3,1,48000,0,1,3,1,3,3
6,21,1,3,1,2,2,1,23882,0,1,3,3,3,3
6,19,0,3,2,2,3,1,62000,0,1,2,6,3,3
6,17,1,3,2,2,1,1,21640,0,1,1,7,3,3
6,23,1,3,2,1,3,1,94002,0,0,2,10,3,3
6,22,1,3,2,1,3,1,94002,0,0,1,10,3,3
6,24,0,3,2,1,3,1,94002,0,0,1,10,3,3
6,16,1,3,1,2,1,0,28000,0,1,3,2,3,3
6,16,0,3,1,2,1,0,40000,0,1,1,6,3,3
6,18,0,3,1,2,2,1,63500,0,1,1,4,3,3
6,23,1,3,1,2,2,1,76500,0,1,1,6,3,3
6,16,0,3,1,2,1,0,76500,0,1,3,6,3,3
6,20,1,3,1,1,3,1,33000,0,1,3,5,3,3
6,16,0,3,1,2,1,0,78076,0,1,1,3,3,3
6,16,0,3,1,2,1,0,89000,0,1,3,3,3,3
